EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
189,27,,269,5,1,1,3,42,2,3,4,12808,8842,1,16,3,2,80,1,9,3,3,9,8,0,8,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
190,43,,1001,7,3,1,3,43,3,3,1,9985,9262,8,16,3,1,80,1,10,1,2,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
191,38,,343,15,2,1,3,92,2,3,4,11510,15682,0,14,3,2,80,1,12,3,3,11,10,2,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
194,31,,793,20,3,1,3,67,4,1,4,2791,21981,0,12,3,1,80,1,3,4,3,2,2,2,2,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
195,30,,501,27,5,1,3,99,3,2,4,5304,25275,7,23,4,4,80,1,10,2,2,8,7,7,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
196,44,,1448,28,3,1,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,2,3,12,11,11,11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
197,23,,650,9,1,1,2,37,3,1,1,2500,4344,1,14,3,4,80,1,5,2,4,4,3,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
199,21,,1334,10,3,1,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,6,2,1,0,1,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
203,31,,1222,11,4,1,4,48,3,1,4,2356,14871,3,19,3,2,80,1,8,2,3,6,4,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
204,46,,377,9,3,1,1,52,3,3,4,10096,15986,4,11,3,1,80,1,28,1,4,7,7,4,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
205,53,,346,6,3,1,4,86,3,2,4,2450,10919,2,17,3,4,80,0,19,4,3,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
206,49,,1418,1,3,1,3,36,3,1,1,3580,10554,2,16,3,2,80,1,7,2,3,4,2,0,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
207,46,,1003,8,4,1,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,2,3,16,13,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
208,31,,140,12,1,1,3,95,3,1,4,3929,6984,8,23,4,3,80,1,7,0,3,4,2,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
210,58,,1055,1,3,1,4,76,3,5,1,19701,22456,3,21,4,3,80,1,32,3,3,9,8,1,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
211,34,,1065,23,4,1,2,72,3,2,3,4568,10034,0,20,4,3,80,0,10,2,3,9,5,8,7,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
213,35,,664,1,3,1,2,79,3,1,1,2194,5868,4,13,3,4,80,1,5,2,2,3,2,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
214,32,,334,5,2,1,1,80,4,1,2,3298,15053,0,12,3,4,80,2,7,5,2,6,2,0,5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
215,35,,144,22,3,1,4,46,1,1,3,4230,19225,0,15,3,3,80,0,6,2,3,5,4,4,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
216,19,,265,25,3,1,2,57,4,1,4,2994,21221,1,12,3,4,80,0,1,2,3,1,0,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
217,28,,866,5,3,1,4,84,3,2,1,8463,23490,0,18,3,4,80,0,6,4,3,5,4,1,3,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
218,32,,1045,4,4,1,4,32,1,3,4,10400,25812,1,11,3,3,80,0,14,2,2,14,8,9,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
219,43,,422,1,3,1,4,33,3,2,4,5562,21782,4,13,3,2,80,1,12,2,2,5,2,2,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
221,37,,367,25,2,1,3,52,2,2,4,5731,17171,7,13,3,3,80,2,9,2,3,6,2,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,38,,1261,2,4,1,4,88,3,2,3,6553,7259,9,14,3,2,80,0,14,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
224,30,,1240,9,3,1,3,48,3,2,4,6347,13982,0,19,3,4,80,0,12,2,1,11,9,4,7,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True
225,53,,1436,6,2,1,2,34,3,2,3,2306,16047,2,20,4,4,80,1,13,3,1,7,7,4,5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
226,42,,635,1,1,1,2,99,3,2,3,4907,24532,1,25,4,3,80,0,20,3,3,20,16,11,6,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
227,30,,160,3,3,1,3,71,3,1,3,2083,22653,1,20,4,3,80,1,1,2,3,1,0,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
229,25,,867,19,2,1,3,36,2,1,2,2413,18798,1,18,3,3,80,3,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
230,53,,447,2,3,1,4,39,4,4,2,16598,19764,4,12,3,2,80,0,35,2,2,9,8,8,8,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
233,29,,1090,10,3,1,4,83,3,1,2,2297,17967,1,14,3,4,80,2,2,2,3,2,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
234,42,,481,12,3,1,3,44,3,4,1,13758,2447,0,12,3,2,80,0,22,2,2,21,9,13,14,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
235,34,,702,16,4,1,3,100,2,1,4,2553,8306,1,16,3,3,80,0,6,3,3,5,2,1,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
236,28,,1169,8,2,1,2,63,2,1,4,4936,23965,1,13,3,4,80,1,6,6,3,5,1,0,4,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
237,43,,1034,16,3,1,4,80,3,4,4,16064,7744,5,22,4,3,80,1,22,3,3,17,13,1,9,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
239,37,,228,6,4,1,3,98,3,2,4,6502,22825,4,14,3,2,80,1,7,5,4,5,4,0,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
240,44,,1112,1,4,1,1,50,2,2,3,5985,26894,4,11,3,2,80,0,10,1,4,2,2,0,2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
241,34,,999,26,1,1,1,92,2,1,3,2029,15891,1,20,4,3,80,3,5,2,3,5,4,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
244,28,,304,9,4,1,2,92,3,2,4,5253,20750,1,16,3,4,80,0,7,1,3,7,5,0,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
245,40,,300,26,3,1,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,3,2,7,7,7,5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
246,34,,1111,8,2,1,3,93,3,2,1,6500,13305,5,17,3,2,80,1,6,1,3,3,2,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
247,44,,625,4,3,1,4,50,3,2,2,5933,5197,9,12,3,4,80,0,10,2,2,5,2,2,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
248,25,,180,2,1,1,1,65,4,1,1,3424,21632,7,13,3,3,80,0,6,3,2,4,3,0,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
249,34,,699,6,1,1,2,83,3,1,1,2960,17102,2,11,3,3,80,0,8,2,3,4,2,1,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
250,60,,422,7,3,1,1,41,3,5,1,19566,3854,5,11,3,4,80,0,33,5,1,29,8,11,10,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
251,32,,601,7,5,1,4,97,3,2,4,9204,23343,4,12,3,3,80,1,7,3,2,4,3,0,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
253,36,,188,7,4,1,2,65,3,1,4,4678,23293,2,18,3,3,80,0,8,6,3,6,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
255,32,,1109,29,4,1,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,2,3,8,7,7,7,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
256,42,,1147,10,3,1,3,31,3,4,1,16799,16616,0,14,3,3,80,1,21,5,3,20,7,0,9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
258,40,,575,22,2,1,3,68,2,2,3,6380,6110,2,12,3,1,80,2,8,6,3,6,4,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
260,25,,240,5,3,1,3,46,2,2,3,5744,26959,1,11,3,4,80,0,6,1,3,6,4,0,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
262,24,,1127,18,1,1,2,52,3,1,3,2774,13257,0,12,3,3,80,1,6,2,3,5,3,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
263,35,,1137,21,1,1,4,51,3,2,4,4014,19170,1,25,4,4,80,1,10,2,1,10,6,0,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
264,48,,817,2,1,1,2,56,4,2,2,8120,18597,3,12,3,4,80,0,12,3,3,2,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
265,50,,1126,1,2,1,4,66,3,4,4,17399,6615,9,22,4,3,80,1,32,1,2,5,4,1,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
266,54,,685,3,3,1,4,85,3,4,4,17779,23474,3,14,3,1,80,0,36,2,3,10,9,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
267,30,,202,2,1,1,3,72,3,1,2,2476,17434,1,18,3,1,80,1,1,3,3,1,0,0,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
268,31,,542,20,3,1,2,71,1,2,3,4559,24788,3,11,3,3,80,1,4,2,3,2,2,2,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
269,39,,1162,3,2,1,4,41,3,2,3,5238,17778,4,18,3,1,80,0,12,3,2,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
270,51,,1150,8,4,1,1,53,1,3,4,10650,25150,2,15,3,4,80,0,18,2,3,4,2,0,3,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
271,44,,981,5,3,1,3,90,2,1,3,3162,7973,3,14,3,4,80,0,7,5,3,5,2,0,3,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
272,50,,989,7,2,1,2,43,2,5,3,18740,16701,5,12,3,4,80,1,29,2,2,27,3,13,8,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
274,32,,548,1,3,1,2,66,3,2,2,6220,7346,1,17,3,2,80,2,10,3,3,10,4,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
275,44,,1199,4,2,1,3,92,4,5,1,19190,17477,1,14,3,4,80,2,26,4,2,25,9,14,13,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
277,53,,1219,2,4,1,1,78,2,4,4,15427,22021,2,16,3,3,80,0,31,3,3,25,8,3,7,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
279,55,,1117,18,5,1,1,83,3,4,2,16835,9873,3,23,4,4,80,0,37,2,3,10,9,7,7,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
280,38,,152,10,3,1,3,85,3,2,4,5666,19899,1,13,3,2,80,0,6,1,3,5,3,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True
281,34,,1107,9,4,1,1,52,3,1,3,2742,3072,1,15,3,4,80,0,2,0,3,2,2,2,2,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
282,36,,796,12,5,1,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,2,14,8,7,8,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
283,57,,334,24,2,1,3,83,4,3,4,9439,23402,3,16,3,2,80,1,12,2,1,5,3,1,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
285,36,,172,4,4,1,1,37,2,2,4,5810,22604,1,16,3,3,80,0,10,2,2,10,4,1,8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
286,28,,529,2,4,1,1,79,3,1,3,3485,14935,2,11,3,3,80,0,5,5,1,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
287,35,,538,25,2,1,1,54,2,2,4,3681,14004,4,14,3,4,80,0,9,3,3,3,2,0,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
288,27,,1410,3,1,1,4,71,4,2,4,4647,16673,1,20,4,2,80,2,6,3,3,6,5,0,4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
290,37,,807,6,4,1,3,63,3,1,1,2073,23648,4,22,4,4,80,0,7,3,3,3,2,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
292,50,,869,3,2,1,1,86,2,1,3,2683,3810,1,14,3,3,80,0,3,2,3,3,2,0,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
293,45,,1195,2,2,1,1,65,2,4,4,16792,20462,9,23,4,4,80,1,22,1,3,20,8,11,8,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
294,27,,829,8,1,1,3,84,3,2,4,4342,24008,0,19,3,2,80,1,5,3,3,4,2,1,1,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
295,41,,1276,2,5,1,2,91,3,4,1,16595,5626,7,16,3,2,80,1,22,2,3,18,16,11,8,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
296,30,,1116,2,3,1,3,49,3,1,4,2564,7181,0,14,3,3,80,0,12,2,2,11,7,6,7,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
297,32,,862,2,1,1,3,76,3,1,1,2827,14947,1,12,3,3,80,3,1,3,3,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
298,55,,692,14,4,1,3,61,4,5,2,18722,13339,8,11,3,4,80,0,36,3,3,24,15,2,15,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
299,32,,1089,7,2,1,4,79,3,2,3,4883,22845,1,18,3,1,80,1,10,3,3,10,4,1,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
300,54,,966,1,4,1,4,53,3,3,3,10502,9659,7,17,3,1,80,1,33,2,1,5,4,1,4,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
301,44,,1097,10,4,1,3,96,3,1,3,2936,10826,1,11,3,3,80,0,6,4,3,6,4,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
302,32,,646,9,4,1,1,92,3,2,4,6322,18089,1,12,3,4,80,1,6,2,2,6,4,0,5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
304,33,,1038,8,1,1,2,88,2,1,4,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
306,27,,691,9,3,1,4,57,3,1,2,2024,5970,6,18,3,4,80,1,6,1,1,2,2,2,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
307,33,,1198,1,4,1,3,100,2,1,1,2799,3339,3,11,3,2,80,0,6,1,3,3,2,0,2,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True
308,47,,666,29,4,1,1,88,3,3,2,11849,10268,1,12,3,4,80,1,10,2,2,10,7,9,9,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
309,19,,504,10,3,1,1,96,2,1,2,1859,6148,1,25,4,2,80,0,1,2,4,1,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
310,37,,1040,2,2,1,3,100,2,2,4,5163,15850,5,14,3,4,80,1,17,2,4,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
311,56,,1369,23,3,1,4,68,3,4,2,13402,18235,4,12,3,1,80,1,33,0,3,19,16,15,9,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
315,29,,153,15,2,1,4,49,2,2,3,4193,12682,0,12,3,4,80,0,10,3,3,9,5,0,8,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
316,38,,849,25,2,1,1,81,2,3,2,12061,26707,3,17,3,3,80,1,19,2,3,10,8,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
317,42,,1332,2,4,1,1,98,2,2,4,6781,17078,3,23,4,2,80,0,14,6,3,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
320,54,,1441,17,3,1,3,56,3,3,3,10739,13943,8,11,3,3,80,1,22,2,3,10,7,0,8,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
